,Covidence #,Study ID,Title,Short Title,Year,Organization(s)/Association(s),Country,Topic/Category,Grading Method,Overall guideline assessment: Rate the overall quality of this guideline.,Number of LoE levels,Number of SoR levels,Recommendation,LoE (Text),LoE (Number),SoR (Text),SoR (Number),Specific target group?,LoE (scaled),Source,AI Clustering
737,12953,DeHert 2018,Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology,Pre-operative evaluation of adults undergoing elective noncardiac surgery,2018,European Society of Anaesthesiology,Other: Europe,Perioperative Management,Other: Modified GRADE,4,3,2,"Malnutrition is frequent, often underevaluated and predicts complications. Obesity is associated with increased risk for kidney injury. We recommend the assessment of nutritional status (preferably by Nutritional Risk Screening), to implement appropriate interventions in patients at risk and to minimise pre-operative fasting.",B,2,1,2,,0.666666666666667,"De Hert S, Staender S, Fritsch G, Hinkelbein J, Afshari A, Bettelli G, et al. Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology. European Journal of Anaesthesiology. 2018 Jun;35(6):407–65.",24
738,12953,DeHert 2018,Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology,Pre-operative evaluation of adults undergoing elective noncardiac surgery,2018,European Society of Anaesthesiology,Other: Europe,Perioperative Management,Other: Modified GRADE,4,3,2,Levels of independence may be impaired which predicts complications. We recommended scoring the level of independence using validated tools such as the Basal and Instrumental Activities of Daily Life.,B,2,1,2,,0.666666666666667,"De Hert S, Staender S, Fritsch G, Hinkelbein J, Afshari A, Bettelli G, et al. Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology. European Journal of Anaesthesiology. 2018 Jun;35(6):407–65.",26
739,12953,DeHert 2018,Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology,Pre-operative evaluation of adults undergoing elective noncardiac surgery,2018,European Society of Anaesthesiology,Other: Europe,Perioperative Management,Other: Modified GRADE,4,3,2,We recommend the evaluation and management of risk factors for postoperative delirium in accordance with the European Society of Anaesthesiology (ESA) evidence-based and consensus-based guidelines on postoperative delirium.,B,2,1,2,,0.666666666666667,"De Hert S, Staender S, Fritsch G, Hinkelbein J, Afshari A, Bettelli G, et al. Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology. European Journal of Anaesthesiology. 2018 Jun;35(6):407–65.",11
740,12953,DeHert 2018,Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology,Pre-operative evaluation of adults undergoing elective noncardiac surgery,2018,European Society of Anaesthesiology,Other: Europe,Perioperative Management,Other: Modified GRADE,4,3,2,"Cognitive impairment is frequent and often underevaluated. It may affect comprehension, hampering appropriate informed consent. Cognitive impairment predicts complications and mortality. We recommend the evaluation of cognitive function based on validated tools.",B,2,1,2,,0.666666666666667,"De Hert S, Staender S, Fritsch G, Hinkelbein J, Afshari A, Bettelli G, et al. Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology. European Journal of Anaesthesiology. 2018 Jun;35(6):407–65.",19
741,12953,DeHert 2018,Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology,Pre-operative evaluation of adults undergoing elective noncardiac surgery,2018,European Society of Anaesthesiology,Other: Europe,Perioperative Management,Other: Modified GRADE,4,3,2,"Functional status can be impaired in the elderly and predicts functional outcome. We recommend the evaluation of functional status, preferably through comprehensive geriatric assessment to identify patients at risk and/or to predict complications.",B,2,1,2,,0.666666666666667,"De Hert S, Staender S, Fritsch G, Hinkelbein J, Afshari A, Bettelli G, et al. Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology. European Journal of Anaesthesiology. 2018 Jun;35(6):407–65.",14
742,12953,DeHert 2018,Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology,Pre-operative evaluation of adults undergoing elective noncardiac surgery,2018,European Society of Anaesthesiology,Other: Europe,Perioperative Management,Other: Modified GRADE,4,3,2,"Poly-medication and inappropriate medication (mostly anticholinergic or sedative-hypnotic drugs) are common and predict complications and mortality. We recommend the consideration of appropriate peri-operative medication adjustments. We recommend the evaluation of medication in a structured way, such as the Beers criteria.",B,2,1,2,,0.666666666666667,"De Hert S, Staender S, Fritsch G, Hinkelbein J, Afshari A, Bettelli G, et al. Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology. European Journal of Anaesthesiology. 2018 Jun;35(6):407–65.",11
743,12953,DeHert 2018,Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology,Pre-operative evaluation of adults undergoing elective noncardiac surgery,2018,European Society of Anaesthesiology,Other: Europe,Perioperative Management,Other: Modified GRADE,4,3,2,Sensory impairment weakens communication and is associated with postoperative delirium. We recommend the assessment of sensory impairment and that time without sensory aids in the peri-operative setting is minimised.,B,2,1,2,,0.666666666666667,"De Hert S, Staender S, Fritsch G, Hinkelbein J, Afshari A, Bettelli G, et al. Pre-operative evaluation of adults undergoing elective noncardiac surgery: Updated guideline from the European Society of Anaesthesiology. European Journal of Anaesthesiology. 2018 Jun;35(6):407–65.",11
744,12957,,Pneumonia (community-acquired): antimicrobial prescribing,Pneumonia (community-acquired): antimicrobial prescribing ,2019,National Institute for Health and Care Excellence,UK,Pneumonia & COPD,GRADE,5,4,3,"First-choice oral antibiotics if moderate severity (based on clinical judgement and guided by a CRB65 score 1 or 2, or a CURB65 score 2 when these scores can be calculated; guided by microbiological results when available): 
- Amoxicillin
- With (if atypical pathogens suspected) Clarithromycin or Erythromycin",Moderate,3,Should,2,,0.75,National Institute for Health and Care Excellence. Pneumonia (community-acquired): antimicrobial prescribing [Internet]. London: National Institutefor Health and Care Excellence; 2019 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng138,5
745,12957,,Pneumonia (community-acquired): antimicrobial prescribing,Pneumonia (community-acquired): antimicrobial prescribing ,2019,National Institute for Health and Care Excellence,UK,Pneumonia & COPD,GRADE,5,4,3,First-choice oral antibiotic if low severity (based on clinical judgement and guided by a CRB65 score 0 or a CURB65 score 0 or 1 when these scores can be calculated): Amoxicillin.,Moderate,3,Should,2,,0.75,National Institute for Health and Care Excellence. Pneumonia (community-acquired): antimicrobial prescribing [Internet]. London: National Institutefor Health and Care Excellence; 2019 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng138,5
746,12957,,Pneumonia (community-acquired): antimicrobial prescribing,Pneumonia (community-acquired): antimicrobial prescribing ,2019,National Institute for Health and Care Excellence,UK,Pneumonia & COPD,GRADE,5,4,3,"First-choice antibiotics if high severity (based on clinical judgement and guided by a CRB65 score 3 or 4, or a CURB65 score 3 to 5 when these scores can be calculated; guided by microbiological results when available): Co-amoxiclav with Clarithromycin or Erythromycin.",Low,2,Should,2,,0.5,National Institute for Health and Care Excellence. Pneumonia (community-acquired): antimicrobial prescribing [Internet]. London: National Institutefor Health and Care Excellence; 2019 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng138,5
747,13039,,S2e Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,2020,"Deutsche Gesellschaft für Neurologie, Gesellschaft für Neuropsychologie",Germany,Delirium & Dementia,Other: custom,4,4,3,Die Wirksamkeit des spezifischen funktions- oder strategieorientierten kognitiven Trainings hängt von der Trainingshäufigkeit ab (mindestens 10 Sitzungen gelten als gute klinische Praxis).,Ib,3,C,1,,0.75,"Deutschen Gesellschaft für Neurologie e.V. (DGN), Gesellschaft für Neuropsychologie  e.V. (GNP). S2e-Leitlinie Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen. 2020 Feb 26 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-124",8
748,13039,,S2e Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,2020,"Deutsche Gesellschaft für Neurologie, Gesellschaft für Neuropsychologie",Germany,Delirium & Dementia,Other: custom,4,4,3,Aerobes Konditionstraining kann zur unspezifischen Förderung der kognitiven Leistungsfähigkeit empfohlen werden.,III,1,C,1,,0.25,"Deutschen Gesellschaft für Neurologie e.V. (DGN), Gesellschaft für Neuropsychologie  e.V. (GNP). S2e-Leitlinie Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen. 2020 Feb 26 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-124",26
749,13039,,S2e Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,2020,"Deutsche Gesellschaft für Neurologie, Gesellschaft für Neuropsychologie",Germany,Delirium & Dementia,Other: custom,4,4,3,Die Ergebnisse zum Errorless Learning sind widersprüchlich. Der Einsatz kann bei Patienten mit schwerer Amnesie zum Erlernen von domänenspezifischem Wissen oder von festen Abläufen empfohlen werden.,II,2,C,1,,0.5,"Deutschen Gesellschaft für Neurologie e.V. (DGN), Gesellschaft für Neuropsychologie  e.V. (GNP). S2e-Leitlinie Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen. 2020 Feb 26 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-124",8
750,13039,,S2e Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,2020,"Deutsche Gesellschaft für Neurologie, Gesellschaft für Neuropsychologie",Germany,Delirium & Dementia,Other: custom,4,4,3,"Für Patienten mit schweren Gedächtnisstörungen sollte die Trainingssituation so gestaltet werden, dass die Patienten die zu lernende Information selbst abrufen und der Abruf durch sehr eindeutige Hinweisreize mit hoher Wahrscheinlichkeit erfolgreich ist (fehlerarmes Lernen). Dabei sollte das Abrufintervall zunächst kurz, im weiteren Verlauf länger gestaltet werden (Spaced Retrieval).",II,2,B,2,,0.5,"Deutschen Gesellschaft für Neurologie e.V. (DGN), Gesellschaft für Neuropsychologie  e.V. (GNP). S2e-Leitlinie Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen. 2020 Feb 26 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-124",8
751,13039,,S2e Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,2020,"Deutsche Gesellschaft für Neurologie, Gesellschaft für Neuropsychologie",Germany,Delirium & Dementia,Other: custom,4,4,3,"Elektronische Erinnerungshilfen (z.B. Smartphone-Kalender) sollen unabhängig vom Schweregrad der Gedächtnisstörung als Kompensationsstrategie in die Therapie einbezogen werden, sofern die Patienten dazu bereit und interessiert sind.",II,2,A,3,,0.5,"Deutschen Gesellschaft für Neurologie e.V. (DGN), Gesellschaft für Neuropsychologie  e.V. (GNP). S2e-Leitlinie Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen. 2020 Feb 26 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-124",8
752,13039,,S2e Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,2020,"Deutsche Gesellschaft für Neurologie, Gesellschaft für Neuropsychologie",Germany,Delirium & Dementia,Other: custom,4,4,3,"Bei auffälligem Screening-Befund soll eine eingehende 
neuropsychologische Untersuchung durch einen entsprechend qualifizierten Neuropsychologen erfolgen.",I,4,A,3,,1,"Deutschen Gesellschaft für Neurologie e.V. (DGN), Gesellschaft für Neuropsychologie  e.V. (GNP). S2e-Leitlinie Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen. 2020 Feb 26 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-124",19
753,13039,,S2e Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,2020,"Deutsche Gesellschaft für Neurologie, Gesellschaft für Neuropsychologie",Germany,Delirium & Dementia,Other: custom,4,4,3,Patienten mit Gedächtnisstörungen sollen ein spezifisches funktions- oder strategieorientiertes kognitives Training erhalten (z.B. bildhafte Vorstellung).,Ib,3,A,3,,0.75,"Deutschen Gesellschaft für Neurologie e.V. (DGN), Gesellschaft für Neuropsychologie  e.V. (GNP). S2e-Leitlinie Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen. 2020 Feb 26 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-124",8
754,13039,,S2e Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen,2020,"Deutsche Gesellschaft für Neurologie, Gesellschaft für Neuropsychologie",Germany,Delirium & Dementia,Other: custom,4,4,3,"Screening-Verfahren, die für den Ausschluss einer Demenz entwickelt wurden, sind für die Identifikation leichter bis mittelschwerer Gedächtnisstörungen nicht geeignet.",I,4,A,3,,1,"Deutschen Gesellschaft für Neurologie e.V. (DGN), Gesellschaft für Neuropsychologie  e.V. (GNP). S2e-Leitlinie Diagnostik und Therapie von Gedächtnisstörungen bei neurologischen Erkrankungen. 2020 Feb 26 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-124",9
755,13223,,S3 Ideopathisches Parkinson Syndrome,Idiopathisches Parkinson-Syndrom,2016,Deutsche Gesellschaft für Neurologie,Germany,Delirium & Dementia,SIGN,5,8,4,Donepezil kann bei der Behandlung kognitiver Symptome von Patienten mit PDD genutzt werden. Dabei handelt es sich um einen „off-label-use“.,1++,8,0,2,,1,Deutsche Gesellschaft für Neurologie e.V. (DGN). S3-Leitlinie Idiopathisches Parkinson-Syndrom. 2016 Apr 5 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-010,21
756,13223,,S3 Ideopathisches Parkinson Syndrome,Idiopathisches Parkinson-Syndrom,2016,Deutsche Gesellschaft für Neurologie,Germany,Delirium & Dementia,SIGN,5,8,4,Rivastigmin sollte bei der Behandlung kognitiver Symptome von Patienten mit Parkinson's Disease Dementia (PDD) genutzt werden.,1++,8,B,3,,1,Deutsche Gesellschaft für Neurologie e.V. (DGN). S3-Leitlinie Idiopathisches Parkinson-Syndrom. 2016 Apr 5 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/030-010,25
757,13296,,"S3 Screening, Diagnose und Behandlung alkoholbezogene Störungen","Screening, Diagnose und Behandlung alkoholbezogener Störungen",2020,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V.",Germany,Alcohol & Drug Abuse,Oxford,5,10,4,"Antipsychotika wie Haloperidol werden beim akuten Alkoholdelir mit Wahn- oder Halluzinationen empfohlen, sollen aber aufgrund der fehlenden eigenen Wirkung auf vegetative Entzugssymptome mit z.B. Benzodiazepinen oder Clomethiazol kombiniert werden.",2,6,B,3,,0.6,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V. (DG-SUCHT). S3-Leitlinie Screening, Diagnostik und Behandlung alkoholbezogener Störungen. 2021 Jan 1 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/076-001",3
758,13296,,"S3 Screening, Diagnose und Behandlung alkoholbezogene Störungen","Screening, Diagnose und Behandlung alkoholbezogener Störungen",2020,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V.",Germany,Alcohol & Drug Abuse,Oxford,5,10,4,"Für die Behandlung deliranter Syndrome mit Halluzinationen, Wahnsymptome und Agitation sollte Clomethiazol mit Antipsychotika (insbesondere Butyrophenone, wie Haloperidol) kombiniert werden.",1,9,B,3,,0.9,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V. (DG-SUCHT). S3-Leitlinie Screening, Diagnostik und Behandlung alkoholbezogener Störungen. 2021 Jan 1 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/076-001",3
759,13296,,"S3 Screening, Diagnose und Behandlung alkoholbezogene Störungen","Screening, Diagnose und Behandlung alkoholbezogener Störungen",2020,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V.",Germany,Alcohol & Drug Abuse,Oxford,5,10,4,"Kurzinterventionen sollen auch bei älteren Menschen (> 65 Jahre) mit problematischem oder
riskantem Alkoholkonsum angeboten werden.",1a,10,A,4,,1,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V. (DG-SUCHT). S3-Leitlinie Screening, Diagnostik und Behandlung alkoholbezogener Störungen. 2021 Jan 1 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/076-001",13
760,13296,,"S3 Screening, Diagnose und Behandlung alkoholbezogene Störungen","Screening, Diagnose und Behandlung alkoholbezogener Störungen",2020,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V.",Germany,Alcohol & Drug Abuse,Oxford,5,10,4,Clomethiazol reduziert effektiv die Schwere und Häufigkeit von Alkoholentzugssymptomen sowie die Häufigkeit schwerer Entzugskomplikationen wie Delirien und Entzugskrampfanfälle. Clomethiazol sollte unter stationären Bedingungen zur Behandlung des Alkoholentzugssyndroms eingesetzt werden.,1,9,B,3,,0.9,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V. (DG-SUCHT). S3-Leitlinie Screening, Diagnostik und Behandlung alkoholbezogener Störungen. 2021 Jan 1 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/076-001",17
761,13296,,"S3 Screening, Diagnose und Behandlung alkoholbezogene Störungen","Screening, Diagnose und Behandlung alkoholbezogener Störungen",2020,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V.",Germany,Alcohol & Drug Abuse,Oxford,5,10,4,"Für die Behandlung  deliranter Syndrome mit Halluzinationen, Wahn oder Agitation sollten Benzodiazepine mit Antipsychotika (insbesondere Butyrophenone, wie Haloperidol) kombiniert werden.",4,2,B,3,,0.2,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V. (DG-SUCHT). S3-Leitlinie Screening, Diagnostik und Behandlung alkoholbezogener Störungen. 2021 Jan 1 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/076-001",3
762,13296,,"S3 Screening, Diagnose und Behandlung alkoholbezogene Störungen","Screening, Diagnose und Behandlung alkoholbezogener Störungen",2020,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V.",Germany,Alcohol & Drug Abuse,Oxford,5,10,4,"Eine stationäre Behandlung in Form einer körperlichen Entgiftung oder qualifizierten Entzugsbehandlung soll angeboten werden
1. bei einem Risiko eines alkoholbedingten Entzugsanfalles und/ oder Entzugsdelirs und/ oder
2. bei Vorliegen von gesundheitlichen bzw. psychosozialen Rahmenbedingungen, unter denen Alkoholabstinenz im ambulanten Setting nicht erreichbar erscheint.",2,6,A,4,,0.6,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V. (DG-SUCHT). S3-Leitlinie Screening, Diagnostik und Behandlung alkoholbezogener Störungen. 2021 Jan 1 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/076-001",13
763,13296,,"S3 Screening, Diagnose und Behandlung alkoholbezogene Störungen","Screening, Diagnose und Behandlung alkoholbezogener Störungen",2020,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V.",Germany,Alcohol & Drug Abuse,Oxford,5,10,4,Benzodiazepine reduzieren effektiv die Schwere und Häufigkeit von Alkoholentzugssymptomen sowie die Häufigkeit schwerer Entzugskomplikationen wie Delirien und Entzugskrampfanfälle. Benzodiazepine sollen zur Behandlung des akuten Alkoholentzugssyndroms zeitlich limitiert eingesetzt werden.,1a,10,A,4,,1,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Suchtforschung und Suchttherapie e.V. (DG-SUCHT). S3-Leitlinie Screening, Diagnostik und Behandlung alkoholbezogener Störungen. 2021 Jan 1 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/076-001",13
764,13357,,S3 Harnwegsinfektionen,"Epidemiolgoie, Diagnostik, Therapie, Prävention und Management unkomplizierter, bakterieller, ambulant erworbener Harnwegsinfektionen bei erwachsenen Patienten",2017,Deutsche Gesellschaft für Urologie,Germany,UTI & Asymptomatic Bacturia,Oxford,5,10,3,"Für folgende Personengruppen hat eine asymptomatische Bakteriurie offenbar keine nachteiligen Folgen.  Deshalb  wird weder  ein  Screening noch  eine  Therapie  der asymptomatischen Bakteriurie empfohlen.
-ältere Personen, die zu Hause leben
-ältere Personen, die in Heimen leben.",1a,10,A,3,,1,"Deutsche Gesellschaft für Urologie e.V. (DGU). S3-Leitlinie Epidemiologie, Diagnostik, Therapie, Prävention und Management unkomplizierter, bakterieller, ambulant erworbener Harnwegsinfektionen bei erwachsenen Patienten. 2017 Apr 30 [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/043-044",18
765,13367,,S3 Demenzen,Demenzen,2016,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Neurologie",Germany,Delirium & Dementia,Other: modified NICE-SCIE,5,6,4,"Wenn Zweifel an einem günstigen Verhältnis von Nutzen zu Nebenwirkungen eines Acetylcholinesterase-Hemmers auftreten, kann das Umsetzen auf einen anderen Acetylcholinesterase-Hemmer erwogen werden.",IIb,3,B,4,,0.5,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Neurologie e.V. (DGN). S3-Leitlinie Demenzen. 2016 Jan [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/038-013",3
766,13367,,S3 Demenzen,Demenzen,2016,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Neurologie",Germany,Delirium & Dementia,Other: modified NICE-SCIE,5,6,4,Es soll die höchste verträgliche Dosis von Acetylcholinesterase-Hemmern angestrebt werden.,1a,6,A,4,,1,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Neurologie e.V. (DGN). S3-Leitlinie Demenzen. 2016 Jan [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/038-013",10
767,13367,,S3 Demenzen,Demenzen,2016,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Neurologie",Germany,Delirium & Dementia,Other: modified NICE-SCIE,5,6,4,Bei leichtgradiger Alzheimer-Demenz ist eine Wirksamkeit von Memantin nicht belegt. Memantin soll zur Behandlung von Patienten mit leichter Alzheimer-Demenz nicht eingesetzt werden.,Ib,5,A,3,,0.833333333333333,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Neurologie e.V. (DGN). S3-Leitlinie Demenzen. 2016 Jan [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/038-013",25
768,13367,,S3 Demenzen,Demenzen,2016,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Neurologie",Germany,Delirium & Dementia,Other: modified NICE-SCIE,5,6,4,Es gibt keine Evidenz für eine wirksame Pharmakotherapie zur Risikoreduktion des Übergangs von mild cognitive impairment (MCI) zu einer Demenz.,1b,5,,,,0.833333333333333,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Neurologie e.V. (DGN). S3-Leitlinie Demenzen. 2016 Jan [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/038-013",9
769,13367,,S3 Demenzen,Demenzen,2016,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Neurologie",Germany,Delirium & Dementia,Other: modified NICE-SCIE,5,6,4,"Bei schwerer psychomotorischer Unruhe, die zu deutlicher Beeinträchtigung des Betroffenen und/oder der Pflegenden führt, kann ein zeitlich begrenzter Therapieversuch mit Risperidon empfohlen werden.",II,3,0,2,,0.5,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Neurologie e.V. (DGN). S3-Leitlinie Demenzen. 2016 Jan [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/038-013",21
770,13367,,S3 Demenzen,Demenzen,2016,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde, Deutsche Gesellschaft für Neurologie",Germany,Delirium & Dementia,Other: modified NICE-SCIE,5,6,4,Es gibt Hinweise für die Wirksamkeit von Citalopram bei agitiertem Verhalten von Demenzkranken. Ein Behandlungsversuch kann erwogen werden.,Ib,5,0,2,,0.833333333333333,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN), Deutsche Gesellschaft für Neurologie e.V. (DGN). S3-Leitlinie Demenzen. 2016 Jan [cited 2021 Dec 18]; Available from: https://register.awmf.org/de/leitlinien/detail/038-013",21
